Accession,"Abundances (Scaled): F16: Sample, 1","Abundances (Scaled): F17: Sample, 2","Abundances (Scaled): F18: Sample, 3","Abundances (Scaled): F28: Sample, 13","Abundances (Scaled): F29: Sample, 14","Abundances (Scaled): F30: Sample, 15","Abundance: F16: Sample, 1","Abundance: F17: Sample, 2","Abundance: F18: Sample, 3","Abundance: F28: Sample, 13","Abundance: F29: Sample, 14","Abundance: F30: Sample, 15"
AO090020000349,,,,493.5,286.4,460.2,,,,1562288.53125,1103123.0859375,1271994.28125
AO090701000206,23.0,25.9,10.2,85.5,122.4,60.3,81504.7978515625,112798.571289063,35744.125,397293.28125,692285.078125,244697.0234375
AO090026000494,,,,,182.4,93.6,,,,,948114.8125,349313.125
AO090011000343,44.9,9.5,12.6,291.5,281.7,302.0,5523878.9375,1431844.484375,1531937.1015625,46968745.75,55227406.75,42494833.5
AO090020000341,10.2,6.9,,110.0,187.8,144.1,43673.689453125,36378.462890625,,616767.984375,1281502.53125,705531.703125
AO090003000376,,7.7,3.5,62.1,263.2,79.3,,43334.45703125,15806.5732421875,370849.4453125,1911647.3125,413090.375
AO090003000825,33.2,32.6,57.9,2.1,4.6,3.9,174039.765625,210202.078125,299663.84375,14486.001953125,38091.7421875,23374.66015625
AO090701001094,5.1,16.9,,160.4,578.3,186.9,58434.6640625,238264.25,,2410740.0,10572463.0,2452570.125
AO090003001055,,2.1,,189.2,525.6,213.5,,13310.126953125,,1270651.40625,4295378.0,1252206.3125
AO090003000467,,,,270.7,689.5,323.5,,,,918107.9140625,2845612.9375,958206.65625
AO090003000823,72.1,65.6,51.3,58.4,43.6,41.8,213125.251953125,238462.5390625,149836.887695313,226255.5,205496.34375,141354.9375
AO090701001099,,,,441.7,764.7,293.6,,,,206607.38671875,435194.0546875,119941.6796875
AO090026000372,,,,408.8,639.8,418.0,,,,2104285.9453125,4006518.15625,1878503.0546875
AO090011000630,,,,256.1,594.6,252.9,,,,627401.15625,1772420.8125,541143.125
AO090011000719,,,,380.1,505.5,341.2,,,,727017.046875,1176168.78125,569921.28125
AO090005000042,,,,23.1,,40.2,,,,129012.25,,196353.125
AO090038000602,,,,209.3,828.8,273.5,,,,418514.4453125,2016059.078125,477561.2265625
AO090001000218,7.7,1.4,2.3,241.7,525.8,245.6,32736.896484375,7454.974609375,9483.353515625,1348984.140625,3569687.5625,1196841.0625
AO090005000269,62.4,39.1,52.1,157.9,153.3,110.9,247176.796875,190926.59375,204344.21875,820751.5625,969402.625,503400.2421875
AO090003000846,,,,489.3,502.6,508.1,,,,716789.625,895658.8125,649949.546875
AO090005000459,13.6,18.3,3.1,218.2,313.7,227.6,54526.1328125,90103.421875,12350.6484375,1143468.84375,2000211.90625,1041894.5625
AO090003000732,,16.1,,240.1,226.2,271.6,,62321.171875,,987796.0859375,1132223.6875,975740.734375
AO090005001122,20.8,15.4,2.1,353.6,239.4,364.3,68609.623046875,62504.158203125,6849.41455078125,1531059.5625,1261158.5,1377734.1015625
AO090003000534,,9.3,,253.9,443.6,246.7,,12463.5439453125,,364352.015625,774435.796875,309130.93359375
AO090038000558,,,,576.3,446.4,477.3,,,,731949.3125,689810.625,529422.6328125
AO090003000615,,,,329.9,755.1,408.7,,,,296232.6015625,824948.0625,320472.65625
AO090026000603,108.1,84.0,55.2,112.3,208.2,68.6,1036182.4375,991246.125,523590.0625,1410833.46875,3183217.15625,752272.421875
AO090005001412,,2.5,,169.7,406.3,179.7,,14128.564453125,,1016172.84375,2960164.8125,939693.390625
AO090001000495,29.6,60.7,45.8,207.6,507.3,202.1,282985.324707031,713696.294921875,432913.14453125,2601102.9921875,7734705.515625,2211286.578125
AO090001000221,,,,288.8,307.0,284.0,,,,3012103.75,3895898.03125,2587031.75
AO090206000047,5.6,65.6,144.1,167.7,151.6,252.7,20665.09375,296631.25390625,523761.7109375,808361.328125,888915.875,1063621.0625
AO090011000942,59.5,71.6,23.9,,,6.1,158664.54296875,235274.0703125,62942.76953125,,,18670.435546875
AO090012000997,,,,205.4,1057.8,199.2,,,,542542.15625,3399147.125,459386.046875
AO090012000254,36.7,,,258.9,498.8,235.7,81606.3203125,,,754874.9375,1769921.1875,600256.0625
AO090026000267,1.3,2.6,,99.8,1177.3,111.3,4645.76416015625,11662.64453125,,481181.046875,6909268.21875,468917.28125
AO090701000182,,,,154.9,261.9,140.0,,,,1142434.625,2349760.625,901604.19140625
AO090009000707,,,,160.8,366.7,175.4,,,,308613.25,856467.5,294095.40625
AO090005000135,,11.6,11.3,453.7,326.4,473.7,,33928.6171875,26624.328125,1414096.078125,1237773.90625,1289341.84375
AO090010000417,4.6,10.3,9.7,109.6,34.8,87.8,42863.34765625,118966.56640625,89646.24609375,1350357.4375,521705.90234375,943903.6875
AO090003000015,,,14.6,651.9,,811.7,,,8959.4677734375,528862.3125,,575013.734375
AO090005000428,,,,442.8,449.5,529.5,,,,1560361.0625,1927064.4375,1629427.25
AO090113000195,1.0,13.3,0.9,214.7,187.3,218.9,4815.30126953125,80289.65625,4550.60791015625,1378158.40625,1462811.234375,1227115.69140625
AO090103000283,,12.3,10.6,206.8,779.5,120.5,,12221.337890625,8518.1513671875,219448.3671875,1006540.109375,111689.90625
AO090023000079,,,18.5,454.2,401.0,338.3,,,40124.66796875,1305741.71875,1402272.21875,849138.9375
AO090102000566,,,,360.4,617.6,376.5,,,,735865.59375,1534227.375,671242.703125
AO090102000579,,0.7,6.4,17.3,31.0,23.0,,34545.40234375,260448.984375,937144.140625,2037516.03125,1084601.890625
AO090012000505,,,,336.4,452.9,362.7,,,,335809.74609375,550091.46875,316165.36328125
AO090011000951,,,,345.2,487.3,368.4,,,,934438.5625,1604736.8046875,870749.34375
AO090001000456,,,,633.4,291.6,502.0,,,,844799.1875,473161.09375,584696.875
AO090011000588,6.4,16.0,7.7,185.1,244.8,164.1,24912.76171875,77362.7421875,29803.92578125,951356.4375,1531062.9375,736785.59375
AO090003001089,,,,352.5,317.0,336.0,,,,173904.234375,190303.90625,144740.328125
AO090001000186,24.5,18.1,5.1,223.9,326.6,212.6,85051.091796875,77393.39453125,17496.69140625,1017859.390625,1806425.0,844051.0
AO090011000825,60.9,50.1,27.1,84.5,80.9,83.7,327490.33984375,331836.24609375,144155.09375,596192.796875,694641.9375,515658.1328125
AO090003001160,,5.7,8.9,343.2,743.4,363.2,,15191.9853515625,18947.642578125,970890.6640625,2558408.625,897032.1796875
AO090701000175,33.1,6.9,,275.3,522.2,291.1,51540.11328125,13261.9208984375,,562667.40625,1298384.875,519578.4375
AO090003000629,6.7,19.0,11.1,227.8,350.4,256.2,17498.080078125,61286.578125,28752.841796875,784991.28125,1468771.53125,770814.578125
AO090701000313,,19.0,,,806.8,32.7,,24966.521484375,,,1370634.625,39827.27734375
AO090003000829,,,,260.8,845.7,257.5,,,,270516.0,1067192.65625,233243.87890625
AO090020000285,51.8,40.0,77.2,13.9,23.4,21.8,340981.40625,323942.1484375,501864.203125,119929.0078125,244997.15625,163843.57421875
AO090138000019,31.6,19.8,142.7,,,,141083.828125,108868.8515625,629674.546875,,,
AO090020000482,38.6,42.2,49.9,48.5,44.0,54.3,378157.9375,508445.0,483820.5078125,623522.03125,687196.125,609050.09375
AO090011000062,22.8,24.5,31.7,282.6,501.7,290.5,33972.5908203125,44851.91796875,46592.265625,550767.7421875,1189712.453125,494521.703125
AO090003000921,,,,395.7,500.8,354.7,,,,895460.0,1378925.375,701052.75
AO090120000224,,,,512.8,355.9,543.6,,,,1240209.5,1047065.5,1148070.9375
AO090003000287,58.7,50.5,37.9,143.5,294.4,156.3,143008.296875,151307.32421875,91196.373046875,458067.984375,1143641.53125,435692.265625
AO090701001161,20.0,17.4,28.1,317.5,321.4,307.8,48570.4140625,51901.98828125,67350.5625,1008339.875,1242103.984375,853763.0625
AO090001000434,28.7,42.8,32.0,115.9,257.0,129.7,298569.8515625,548734.2109375,329201.94140625,1582418.875,4270204.0,1547421.0
AO090003000618,,,26.6,621.4,212.0,545.4,,,25333.46484375,786007.0,326208.53125,602519.5
AO090011000642,,,,249.2,882.5,368.3,,,,94356.65625,406481.96875,121762.6953125
AO090012000486,,25.7,,,399.0,193.0,,13439.0693359375,,,270929.75,94075.3046875
AO090011000596,5.1,4.8,,,,,15693.47265625,18050.544921875,,,,
AO090012000189,21.2,,,249.0,400.2,252.1,28407.337890625,,,437642.0,855796.25,387015.59375
AO090026000192,8.6,7.4,,203.9,424.8,235.2,12326.2607421875,12986.166015625,,382303.1875,969084.5625,385180.078125
AO090701001190,24.0,30.2,14.5,11.6,28.9,12.8,177644.89453125,275696.921875,106004.78125,112904.06640625,341121.6640625,108197.3125
AO090003000186,,,,496.0,456.8,498.1,,,,1576589.8125,1766580.28125,1382429.0
AO090138000042,38.8,39.1,44.0,,28.3,16.4,282190.46875,350053.65625,316837.5703125,,328945.96875,136864.046875
AO090012000837,,,,315.9,781.1,315.1,,,,331261.359375,996357.5625,288495.9296875
AO090005001464,34.9,32.9,21.9,71.0,169.6,70.4,81423.3671875,94599.6484375,50594.6796875,217139.5546875,630981.0625,188095.6328125
AO090005001280,154.9,108.3,28.1,151.6,393.1,195.8,175829.3671875,151295.36328125,31590.595703125,225580.6796875,711831.28125,254443.78125
AO090003000509,18.2,15.7,11.4,153.2,383.2,138.3,71684.359375,75837.34375,44196.06640625,789638.375,2402574.5,622465.9375
AO090003001244,48.6,99.7,16.9,145.8,298.9,152.6,144708.965820313,364974.875,49692.6376953125,568889.4921875,1418601.125,519709.640625
AO090701001255,72.9,101.5,64.2,22.0,26.7,2.9,370352.59375,634315.078125,322216.4453125,146205.8125,216603.203125,17084.337890625
AO090102000291,,,,495.6,648.8,355.6,,,,337254.65234375,537205.46875,211359.64453125
AO090102000107,,,,334.9,208.7,336.8,,,,351175.75,266287.1875,308410.78125
AO090701001002,46.7,58.8,54.3,,26.8,26.3,188426.83984375,292016.4453125,216670.28125,,172477.765625,121641.595703125
AO090012000982,,,5.6,428.7,635.1,396.0,,,8728.732421875,883688.90625,1592889.03125,712871.359375
AO090003000241,,,,196.3,671.7,200.6,,,,193926.921875,807156.96875,173028.71875
AO090005000780,55.1,38.7,11.3,81.3,146.3,83.0,209611.8828125,181059.1484375,42489.84375,405339.359375,887311.96875,361149.953125
AO090010000463,,,,319.1,344.9,325.8,,,,893509.578125,1174908.453125,796744.4140625
AO090103000331,,10.2,,384.3,178.5,404.4,,22191.615234375,,887520.6875,501563.1953125,815671.09375
AO090005000918,42.2,40.2,49.8,150.0,105.8,153.4,214587.75,251275.28125,249993.125,998920.75,857184.75,892101.6875
AO090038000579,,,,388.9,454.6,351.2,,,,597806.5625,850261.75,471406.9375
AO090038000243,,,,212.9,339.7,261.7,,,,253769.7421875,492714.4375,272407.109375
AO090102000276,,16.4,32.1,262.6,699.8,334.0,,24663.201171875,38808.58203125,420843.5625,1364611.9375,467472.328125
AO090701000510,17.7,41.1,43.6,44.5,46.0,67.2,50555.375,144708.8671875,123303.205078125,166930.4609375,210215.2890625,220091.1328125
AO090011000715,8.7,52.1,7.8,66.6,247.8,70.1,52769.767578125,390577.9453125,47241.837890625,532535.3203125,2409661.375,489486.8828125
AO090120000113,167.1,126.2,28.6,27.8,60.0,24.7,474291.890625,440692.578125,80276.111328125,103298.765625,271541.296875,80211.484375
AO090001000661,,,,,567.6,479.7,,,,,882233.9375,535188.9375
AO090003000532,,,,354.2,354.5,391.9,,,,455992.859375,555198.65625,440562.6875
AO090012000979,8.2,23.5,23.5,219.0,452.5,241.7,13698.515625,48111.328125,38665.25,477100.59375,1199490.5,459908.125
AO090026000107,13.5,20.5,28.3,4.4,15.9,4.1,81099.5625,151714.46875,168262.546875,34997.62890625,152156.453125,28430.35546875
AO090012000783,,,,440.9,487.7,503.8,,,,384088.625,516861.015625,383252.765625
AO090005000217,53.6,,,63.4,,72.3,39358.859375,,,61109.85546875,,60787.578125
AO090009000289,,,,294.0,503.0,302.0,,,,1049477.375,2184687.1875,941481.65625
AO090012000592,,20.4,,182.8,762.9,246.6,,28108.98046875,,268869.8125,1365448.0,316816.6875
AO090102000511,,,,,80.2,105.0,,,,,477681.90625,449160.6875
AO090011000606,,,,300.5,809.6,316.4,,,,201733.375,661304.5,185474.40625
AO090701001021,,,,314.6,99.9,274.5,,,,743339.96875,287034.14453125,566408.71875
AO090120000486,,,,380.8,653.4,383.3,,,,140227.390625,292729.46875,123243.6796875
AO090026000598,,,,387.3,673.7,439.0,,,,312957.6875,662362.1875,309778.4375
AO090023000205,,,,386.5,396.9,418.8,,,,974547.21875,1217732.25,922120.0
AO090038000224,,,,386.2,397.2,391.8,,,,498977.25,624377.984375,442050.75
AO090011000577,,29.0,11.5,221.1,438.8,172.2,,26173.7875976563,8358.0029296875,212396.421875,512860.265625,144409.8984375
AO090003000803,19.2,39.9,17.2,225.8,282.2,275.4,31922.013671875,81538.734375,28145.91796875,491294.984375,747048.25,523181.6484375
AO090012000034,,,,44.1,64.1,28.4,,,,84959.673828125,150109.53515625,47653.375
AO090038000110,,,,404.3,477.6,450.1,,,,2056118.625,2955401.0,1998957.625
AO090010000018,,,314.9,261.4,351.8,267.8,,,999886.1875,1100130.21875,1801579.6875,984489.84375
AO090026000457,34.9,70.8,,220.5,315.5,223.3,21423.029296875,53413.697265625,,177342.30078125,308696.6875,156776.9609375
AO090011000292,,,,334.2,579.8,348.8,,,,868670.25,1833740.0,791708.75
AO090020000522,,,,326.8,389.4,375.3,,,,492168.390625,713428.28125,493584.703125
AO090005001204,,,,443.4,426.0,413.9,,,,462485.78125,540613.0625,376981.421875
AO090020000414,,,,222.6,248.9,273.5,,,,335119.84375,455738.2578125,359440.515625
AO090012000922,10.8,14.7,18.5,,,,46462.671875,77729.140625,78530.90625,,,
AO090026000521,,,,304.2,423.5,387.4,,,,384809.6015625,651791.5390625,427879.7265625
AO090023000762,,,,190.8,505.1,245.7,,,,445449.28125,1434960.578125,501026.03125
AO090026000258,60.2,32.4,14.1,131.3,148.4,124.4,383988.22265625,254024.75,88778.88671875,1097342.03125,1508967.40625,908118.375
AO090020000698,26.7,25.9,18.8,216.0,328.6,358.1,155808.28125,186253.390625,108865.421875,1654225.92578125,3061840.703125,2394872.7265625
AO090102000152,123.4,27.9,37.1,137.6,202.2,150.2,291339.2109375,81147.7578125,86685.83203125,425890.4375,761089.84375,405927.765625
AO090038000249,,,,753.9,,746.1,,,,745520.5,,644339.0
AO090005000405,,,,238.7,347.5,259.9,,,,733480.5703125,1298921.5,697173.625
AO090003000058,,,,474.7,427.8,519.9,,,,629346.5,690060.125,601874.9375
AO090026000544,,,,184.9,284.2,214.8,,,,320241.7421875,599114.21875,325024.546875
AO090012000629,,,,177.6,316.0,201.7,,,,728764.5,1577594.6875,722710.28125
AO090005000739,,,,571.5,355.8,261.9,,,,1036005.28125,784818.03515625,414656.78125
AO090003000393,,,,208.5,235.1,219.2,,,,514722.125,705945.6875,472501.828125
AO090005000117,,,,484.0,564.2,356.2,,,,276071.25,391521.28125,177438.953125
AO090124000083,42.9,62.3,20.2,145.2,319.0,155.5,69078.5078125,123461.7578125,32157.72265625,306551.703125,819141.125,286549.90625
AO090124000056,,,,91.6,25.3,81.7,,,,317569.875,106618.046875,247229.1875
AO090120000125,,,,280.9,468.1,317.7,,,,877527.28125,1778855.28125,866537.109375
AO090012000680,,40.3,,262.6,586.4,266.0,,42105.8671875,,292221.375,793919.9375,258459.046875
AO090026000794,45.5,,,115.1,387.9,131.4,44821.82421875,,,148698.09375,609649.25,148179.796875
AO090701000512,1.4,9.5,9.9,3.0,4.6,,10812.875,87925.951171875,73745.927734375,29761.712890625,55161.15625,
AO090701000280,,,20.8,118.6,425.0,218.1,,,16713.900390625,126187.2890625,550197.875,202665.796875
AO090103000011,,,,212.4,627.0,186.3,,,,184617.4375,663218.0,141452.09375
AO090701001149,,,,53.9,1201.3,244.8,,,,19546.021484375,530269.9140625,77564.1171875
AO090010000622,46.5,103.5,68.6,51.6,74.1,59.5,97104.419921875,266036.37109375,141709.5625,141352.0703125,247049.35546875,142299.150390625
AO090038000295,,,2.9,443.7,237.4,449.7,,,6289.98095703125,1268357.59375,825589.96875,1122563.3125
AO090701000293,5.8,18.2,17.5,219.5,128.4,183.1,18554.65625,71929.279296875,55677.69140625,924106.578125,657555.90625,673205.296875
AO090005001442,130.7,255.6,40.7,108.3,207.4,97.2,159226.840820313,383078.375,49041.08984375,172875.984375,402956.84375,135544.20703125
AO090009000655,,,,160.2,487.3,191.4,,,,231720.78125,857738.0625,241845.6328125
AO090001000070,107.0,148.0,148.8,58.3,112.9,67.6,1541569.1875,2623055.15625,2119701.5625,1100331.3125,2593972.0625,1114602.6875
AO090102000630,,,,493.7,424.1,450.3,,,,612378.8125,640048.2734375,487706.0234375
AO090701001298,,,,324.2,734.5,283.8,,,,170621.0390625,470348.609375,130425.13671875
AO090038000540,201.1,224.0,221.7,54.6,77.7,,651509.4375,892936.0625,710299.875,231849.171875,401370.4375,
AO090206000105,24.0,,,100.9,150.3,124.8,51386.193359375,,,283051.375,512941.3125,305820.40625
AO090012000855,,,,706.2,399.2,298.4,,,,544318.359375,374354.734375,200810.953125
AO090005000936,90.1,40.5,7.2,33.1,29.3,32.0,345546.953125,191356.1484375,27243.453125,166428.6484375,179540.203125,140662.76171875
AO090038000334,,,,574.4,409.7,515.9,,,,385261.0546875,334347.90625,302149.2421875
AO090009000708,,,,537.4,210.4,454.5,,,,2619216.71875,1247817.921875,1934375.875
AO090026000140,372.0,,,281.5,382.2,338.6,95170.2890625,,,94417.796875,155949.015625,99161.140625
AO090011000838,,,,250.3,453.7,291.2,,,,224339.5546875,494865.109375,227990.21875
AO090038000214,,,,41.1,37.5,43.9,,,,156969.703125,174043.390625,146219.0625
AO090001000219,,,,271.6,956.7,271.6,,,,81030.9375,347222.65625,70752.2421875
AO090001000448,,,,298.9,518.2,314.3,,,,284907.65625,600940.625,261658.171875
AO090023000637,,92.6,16.7,224.9,286.1,243.1,,93728.2890625,13562.9775390625,242364.953125,375155.3125,228779.359375
AO090023000671,,,,370.7,375.7,398.0,,,,288396.453125,355598.78125,270414.1875
AO090023000206,,,,287.1,415.4,311.9,,,,707182.3125,1244952.9375,670824.7109375
AO090102000335,,,,355.5,166.8,317.4,,,,477129.875,272437.15625,371961.0625
AO090009000291,,,,619.5,172.4,503.9,,,,1363592.875,461622.125,968661.125
AO090009000412,,,,415.0,478.2,447.8,,,,1900222.75,2664282.25,1790529.0
AO090001000726,,19.6,,148.1,279.0,142.7,,29154.9296875,,234670.9765625,537795.484375,197341.390625
AO090701001103,15.6,22.1,,339.2,490.9,379.0,10464.41796875,18283.5483398438,,298943.7421875,526440.9375,291714.7890625
AO090020000032,,,,711.5,81.8,706.7,,,,418402.9375,58511.73046875,362860.90625
AO090011000472,54.5,15.2,,,,,99469.94921875,34094.36328125,,,,
AO090023000714,,,,789.9,300.8,409.3,,,,705667.5,326979.0,319301.3125
AO090026000699,,,,118.1,314.2,238.9,,,,139279.734375,450937.609375,246123.75
AO090011000852,,48.2,74.7,17.2,14.3,12.8,,55864.546875,69523.796875,21275.77734375,21451.939453125,13825.171875
AO090103000218,,,,290.9,608.0,289.7,,,,233716.4296875,594402.25,203308.0859375
AO090003000749,,,,430.4,636.7,413.3,,,,498475.28125,897135.3125,417970.5
AO090001000294,24.7,82.4,29.7,49.2,97.0,44.7,108651.140625,446535.5625,129326.3359375,283814.625,680752.6875,224985.0
AO090005001447,,,,696.2,168.1,635.6,,,,233206.765625,68527.3671875,185930.90234375
AO090011000650,,,,279.7,636.7,272.7,,,,189260.703125,524060.34375,161115.4375
AO090012001004,,,,242.9,484.8,293.1,,,,322905.265625,784332.796875,340321.046875
AO090011000545,,,,359.1,762.4,356.6,,,,152454.296875,393846.75,132216.9375
AO090020000095,,,14.5,,,,,,64767.09765625,,,
AO090005001614,,,,134.7,1149.2,216.1,,,,34600.20703125,359122.53125,48457.234375
AO090003000605,,,,135.5,308.1,189.2,,,,83564.9375,231257.25,101942.8515625
AO090012000119,,,,326.6,596.7,343.1,,,,288504.46875,641313.75,264656.59375
AO090003000999,,,,251.3,511.9,255.6,,,,240690.6015625,596518.625,213793.40625
AO090009000148,,,,,471.1,177.2,,,,,226777.859375,61236.66796875
AO090001000426,46.2,65.3,9.7,235.9,312.6,243.8,46952.314453125,81539.072265625,9782.9560546875,313971.7890625,506148.265625,283308.421875
AO090005001477,,,,240.7,587.7,268.0,,,,395060.84375,1173380.125,384113.8125
AO090005000737,12.1,10.5,7.6,426.4,366.7,467.3,5168.6357421875,5542.35888671875,3201.38012695313,239533.828125,250666.875,229246.609375
AO090011000655,,,,135.3,242.7,142.5,,,,310486.03125,677516.421875,285607.0390625
AO090011000940,,22.4,,351.0,275.9,342.1,,19095.779296875,,318761.578125,304807.8828125,271250.75
AO090103000108,,,,439.0,494.0,497.7,,,,408153.609375,558841.53125,404120.453125
AO090001000098,13.1,3.1,4.7,330.2,124.2,304.6,101408.703125,29112.890625,36188.359375,3343138.25,1529730.5,2693136.75
AO090023000883,,,,471.6,605.8,422.6,,,,166731.125,260584.703125,130472.9296875
AO090701000572,,33.4,,229.7,267.9,250.0,,24500.130859375,,179680.765625,254937.953125,170795.671875
AO090701000554,,,,285.6,756.1,376.1,,,,203630.265625,655972.0625,234182.546875
AO090001000574,,,,626.5,231.3,642.3,,,,353652.3125,158835.8125,316601.0625
AO090005001393,,,,,1500.0,,,,,,233018.296875,
AO090012000164,,19.0,,,,,,28565.224609375,,,,
AO090003001194,,,,237.3,357.0,265.0,,,,531914.546875,973378.59375,518728.8125
AO090005001229,,,,761.9,293.8,444.3,,,,532949.953125,250016.46484375,271403.5546875
AO090103000317,,,,,160.1,263.1,,,,,274227.21875,323350.125
AO090701000751,,,,86.4,1288.7,97.3,,,,662504.59375,12028812.625,652010.921875
AO090005000327,69.2,32.5,15.4,130.3,303.8,162.9,83110.78125,48107.453125,18255.3046875,205258.765625,582320.4375,224030.515625
AO090023000256,16.7,,,486.2,465.4,430.6,10017.9033203125,,,382453.046875,445404.59375,295761.828125
AO090009000416,104.7,113.9,50.8,121.5,341.4,113.3,103373.09375,138406.109375,49586.4609375,157273.03125,537784.875,128074.0546875
AO090009000559,,,,493.6,238.5,563.7,,,,286047.7109375,168126.71484375,285241.5859375
AO090010000225,,,,84.0,260.8,91.9,,,,210887.578125,796333.875,201498.890625
AO090020000540,,,,453.9,918.8,127.3,,,,392366.140625,966336.3125,96054.5546875
AO090206000110,249.9,133.2,45.6,105.2,453.8,81.8,75880.6640625,49757.27734375,13705.3095703125,41894.65625,219756.234375,28420.76171875
AO090020000703,,,,136.6,255.5,150.0,,,,150558.359375,342720.53125,144438.515625
AO090103000463,76.2,88.1,98.1,,35.7,23.3,69943.34375,99509.15625,89072.40625,,52235.66796875,24490.26171875
AO090103000051,,,,422.1,577.3,436.7,,,,74384.9296875,123769.6640625,67203.625
AO090020000523,,,27.6,282.8,267.6,316.8,,,11389.9306640625,154774.296875,178155.75,151417.734375
AO090012000436,,,,282.1,600.3,287.7,,,,746893.0625,1933406.0,665000.125
AO090012000261,29.5,,,248.1,828.2,209.0,8522.73828125,,,94028.109375,381931.625,69162.859375
AO090701000526,,32.3,,259.5,476.1,238.7,,16997.490234375,,145489.703125,324726.1875,116830.59375
AO090120000422,,,,173.4,586.9,192.2,,,,47765.21484375,196753.734375,46232.22265625
AO090005000331,37.2,40.8,40.2,55.0,50.7,48.3,94076.8515625,126826.3515625,100498.7421875,182288.8125,204387.75,139768.140625
AO090102000348,,,,410.0,360.9,368.8,,,,352171.1875,377151.3125,276661.875
AO090012000695,25.7,5.8,13.4,104.5,242.1,100.3,50869.953125,14070.7744140625,26199.08203125,271054.6875,764243.5625,227229.671875
AO090103000167,,,,187.3,516.8,221.0,,,,160217.6875,537820.0,165058.578125
AO090102000527,,,,266.7,1233.3,,,,,56902.125,320207.90625,
AO090701000844,,,,,,,,,,,,
AO090038000016,151.2,149.1,51.1,127.1,172.8,132.6,228948.515625,277661.984375,76530.4375,252123.2109375,417263.765625,229766.2109375
AO090020000564,,,,494.3,397.0,562.8,,,,133412.59375,130358.03125,132652.890625
AO090012000994,,,,544.9,361.7,519.9,,,,674084.5,544445.3125,561627.6875
AO090005001361,,,,255.4,371.6,258.5,,,,390700.96875,691663.75,345306.5625
AO090012000210,,,,349.4,631.5,426.8,,,,305137.75,670963.625,325455.28125
AO090120000008,,,,688.4,299.3,512.3,,,,268820.5234375,142176.5078125,174694.25
AO090120000316,21.6,30.7,24.2,94.7,225.1,132.8,29402.474609375,51415.6328125,32571.107421875,168781.59375,487868.5625,206627.9375
AO090120000204,,,,254.7,351.3,309.0,,,,804866.6875,1350465.75,852599.4375
AO090005000108,,,,442.2,412.9,433.6,,,,218669.4375,248423.34375,187247.046875
AO090701000063,,,,228.1,394.0,233.6,,,,91885.8046875,193132.828125,82189.5078125
AO090023000824,,,,751.9,66.2,681.8,,,,183051.78125,19617.150390625,144945.375
AO090701000265,,,,317.5,695.3,349.9,,,,188832.765625,503081.96875,181717.21875
AO090102000599,25.4,42.0,116.8,489.6,67.7,396.3,8705.6728515625,17729.529296875,39618.96484375,220167.171875,37030.828125,155620.03125
AO090003001347,,,,,715.2,784.8,,,,,478224.59375,376683.96875
AO090120000249,13.8,23.0,6.3,487.5,109.1,461.7,19108.1875,39192.89453125,8687.85546875,885582.4375,241160.109375,732381.6875
AO090003001255,,,,187.3,794.4,518.3,,,,61895.140625,319344.875,149542.0
AO090003000842,,,,427.5,366.1,420.6,,,,539937.0,562657.0625,463918.5
AO090003000816,,,5.6,258.8,477.6,296.8,,,8857.751953125,543757.0625,1220838.125,544545.1875
AO090001000628,,,,292.8,541.9,269.2,,,,157987.5,355700.6875,126858.4296875
AO090701000060,,,,682.5,191.0,626.5,,,,286946.875,97694.2578125,230027.84375
AO090102000635,34.1,25.8,31.3,157.7,230.1,166.6,25587.181640625,23810.248046875,23264.099609375,155197.15625,275518.9375,143210.125
AO090011000963,17.5,70.0,,286.9,231.7,299.9,7185.77587890625,35304.77734375,,154149.5,151463.109375,140739.421875
AO090102000595,,,,233.0,963.9,303.1,,,,94378.2421875,474959.6875,107203.75
AO090005001601,,,,495.3,488.0,516.6,,,,163762.078125,196305.125,149149.546875
AO090701000557,7.7,20.9,,177.1,178.3,195.0,12364.015625,41263.421875,,372021.25,455716.5625,357635.875
AO090009000684,25.6,71.5,,215.0,514.3,159.2,8784.17578125,30181.486328125,,96723.2265625,281531.25,62571.3046875
AO090001000101,,59.6,,243.5,293.6,294.8,,49577.80859375,,215758.109375,316552.4375,228107.34375
AO090023000196,,,,267.7,397.4,289.1,,,,380907.625,688107.375,359278.0625
AO090102000638,20.3,48.2,,154.6,176.1,188.2,17108.634765625,50102.48046875,,171070.59375,237041.015625,181842.421875
AO090003001268,,,15.3,21.2,,,,,26164.35546875,48116.21484375,,
AO090011000648,228.7,863.1,,,,,37273.80078125,173112.484375,,,,
AO090012000245,11.4,25.9,18.3,7.4,39.8,8.1,2787961.96875,7801342.8125,4426685.84375,2369464.3125,15528575.875,2279118.703125
AO090012001015,,,,,,,,,,,,
AO090102000392,25.5,46.4,5.0,263.4,500.3,279.7,21625.46875,48515.56640625,4230.4345703125,293226.65625,677777.5,271908.8125
AO090012000556,,,,545.7,373.7,536.6,,,,351510.78125,292855.78125,301813.3125
AO090005001052,,19.7,11.1,310.6,223.6,296.2,,18795.84375,8531.615234375,316055.8125,276891.90625,263238.34375
AO090038000455,,,,287.4,927.0,285.6,,,,312375.1875,1225834.75,271057.71875
AO090010000495,,,,477.1,450.5,572.4,,,,175686.890625,201835.390625,184059.1875
AO090003000285,,,,405.4,,433.3,,,,219391.140625,,204746.828125
